,flt_id,fltNum,depStn,arrStn,utcSTD,utcSTA,cancelled,utcEstOUT,utcEstIN,utcATD,utcATA,first,business,coach,ac_registration,new_flt_id
344,FL-EK-0415-20161229-SYD-DXB-0,415,SYD,DXB,2016-12-29 19:00:00,2016-12-30 09:20:00,False,2016-12-29 19:00:00,2016-12-30 09:20:00,,,3,44,347,A0WFG,20161229
345,FL-EK-0656-20161231-DXB-MLE-0,656,DXB,MLE,2016-12-31 22:45:00,2017-01-01 02:50:00,False,2016-12-31 22:45:00,2017-01-01 02:50:00,,,6,36,268,A0WWH,20161231
346,FL-EK-0835-20161229-DXB-BAH-0,835,DXB,BAH,2016-12-29 22:10:00,2016-12-29 23:25:00,False,2016-12-29 22:10:00,2016-12-29 23:25:00,,,0,6,103,A0WWI,20161229
347,FL-EK-0507-20161227-BOM-DXB-0,507,BOM,DXB,2016-12-27 10:00:00,2016-12-27 13:20:00,False,2016-12-27 10:00:00,2016-12-27 13:20:00,27/12/2016 10:00,,8,41,308,A0WGN,20161227
348,FL-EK-0765-20161227-DXB-JNB-0,765,DXB,JNB,2016-12-27 10:40:00,2016-12-27 18:50:00,False,2016-12-27 10:40:00,2016-12-27 18:50:00,27/12/2016 10:40,,5,10,295,A0WCQ,20161227
349,FL-EK-0441-20161228-ADL-DXB-0,441,ADL,DXB,2016-12-28 12:05:00,2016-12-29 01:15:00,False,2016-12-28 12:05:00,2016-12-29 01:15:00,,,2,39,299,A0WMR,20161228
350,FL-EK-0701-20161230-DXB-MRU-0,701,DXB,MRU,2016-12-30 00:00:00,2016-12-30 06:40:00,False,2016-12-30 00:00:00,2016-12-30 06:40:00,,,10,71,327,A0WLW,20161230
351,FL-EK-0112-20161227-BUD-DXB-0,112,BUD,DXB,2016-12-27 13:40:00,2016-12-27 19:05:00,False,2016-12-27 14:31:00,2016-12-27 19:56:00,,,0,52,306,A0WBB,20161227
352,FL-EK-0323-20161231-ICN-DXB-0,323,ICN,DXB,2016-12-31 14:50:00,2017-01-01 01:00:00,False,2016-12-31 14:50:00,2017-01-01 01:00:00,,,0,26,270,A0WLL,20161231
353,FL-EK-0564-20161227-DXB-BLR-0,564,DXB,BLR,2016-12-27 23:40:00,2016-12-28 03:20:00,False,2016-12-27 23:40:00,2016-12-28 03:20:00,,,0,13,341,A0WGU,20161227
354,FL-EK-0608-20161227-DXB-KHI-0,608,DXB,KHI,2016-12-27 10:25:00,2016-12-27 12:35:00,False,2016-12-27 10:25:00,2016-12-27 12:35:00,27/12/2016 10:25,,0,32,324,A0WBL,20161227
355,FL-EK-0630-20161228-DXB-MUX-0,630,DXB,MUX,2016-12-28 11:15:00,2016-12-28 13:55:00,False,2016-12-28 11:15:00,2016-12-28 13:55:00,,,0,24,445,A0WWJ,20161228
356,FL-EK-0441-20161230-ADL-DXB-0,441,ADL,DXB,2016-12-30 12:05:00,2016-12-31 01:15:00,False,2016-12-30 12:05:00,2016-12-31 01:15:00,,,3,32,293,A0WDF,20161230
357,FL-EK-0078-20161229-NCE-DXB-0,78,NCE,DXB,2016-12-29 13:30:00,2016-12-29 19:45:00,False,2016-12-29 13:30:00,2016-12-29 19:45:00,,,8,41,307,A0WMT,20161229
358,FL-EK-0105-20161230-DXB-ATH-0,105,DXB,ATH,2016-12-30 05:50:00,2016-12-30 11:15:00,False,2016-12-30 05:50:00,2016-12-30 11:15:00,,,6,19,151,A0WWH,20161230
359,FL-EK-0880-20161231-DOH-DXB-0,880,DOH,DXB,2016-12-31 02:55:00,2016-12-31 04:05:00,False,2016-12-31 02:55:00,2016-12-31 04:05:00,,,0,2,1,A0WGD,20161231
360,FL-EK-0248-20161227-EZE-GIG-0,248,EZE,GIG,2016-12-27 00:30:00,2016-12-27 03:20:00,False,2016-12-27 00:30:00,2016-12-27 03:20:00,27/12/2016 00:30,27/12/2016 03:20,3,10,150,A0WDE,20161227
361,FL-EK-0226-20161229-SFO-DXB-0,226,SFO,DXB,2016-12-29 23:40:00,2016-12-30 15:25:00,False,2016-12-29 23:40:00,2016-12-30 15:25:00,,,1,32,373,A0WVH,20161229
362,FL-EK-0406-20161231-MEL-AKL-0,406,MEL,AKL,2016-12-31 21:10:00,2017-01-01 00:45:00,False,2016-12-31 21:10:00,2017-01-01 00:45:00,,,0,47,273,A0WLM,20161231
363,FL-EK-0775-20161229-DXB-DUR-0,775,DXB,DUR,2016-12-29 06:40:00,2016-12-29 15:05:00,False,2016-12-29 06:40:00,2016-12-29 15:05:00,,,0,39,339,A0WCF,20161229
364,FL-EK-0363-20161231-CAN-DXB-0,363,CAN,DXB,2016-12-31 16:15:00,2017-01-01 01:15:00,False,2016-12-31 16:15:00,2017-01-01 01:15:00,,,0,34,216,A0WVA,20161231
365,FL-EK-0017-20161228-DXB-MAN-0,17,DXB,MAN,2016-12-28 03:15:00,2016-12-28 11:20:00,False,2016-12-28 03:15:00,2016-12-28 11:20:00,,,10,49,373,A0WFB,20161228
366,FL-EK-0508-20161230-DXB-BOM-0,508,DXB,BOM,2016-12-30 12:00:00,2016-12-30 15:05:00,False,2016-12-30 12:00:00,2016-12-30 15:05:00,,,2,17,195,A0WDM,20161230
367,FL-EK-0833-20161230-DXB-BAH-0,833,DXB,BAH,2016-12-30 17:15:00,2016-12-30 18:30:00,False,2016-12-30 17:15:00,2016-12-30 18:30:00,,,7,14,109,A0WDH,20161230
368,FL-EK-0405-20161230-SIN-DXB-0,405,SIN,DXB,2016-12-30 17:20:00,2016-12-31 00:25:00,False,2016-12-30 17:20:00,2016-12-31 00:25:00,,,2,28,287,A0WLS,20161230
369,FL-EK-0046-20161230-FRA-DXB-0,46,FRA,DXB,2016-12-30 13:30:00,2016-12-30 19:45:00,False,2016-12-30 13:30:00,2016-12-30 19:45:00,,,10,69,424,A0WVT,20161230
370,FL-EK-0604-20161230-DXB-KHI-0,604,DXB,KHI,2016-12-30 21:05:00,2016-12-30 23:05:00,False,2016-12-30 21:05:00,2016-12-30 23:05:00,,,0,10,325,A0WMZ,20161230
371,FL-EK-0139-20161231-DXB-PRG-0,139,DXB,PRG,2016-12-31 04:55:00,2016-12-31 11:40:00,False,2016-12-31 04:55:00,2016-12-31 11:40:00,,,2,28,221,A0WNW,20161231
372,FL-EK-0261-20161228-DXB-GRU-0,261,DXB,GRU,2016-12-28 05:00:00,2016-12-28 20:15:00,False,2016-12-28 05:00:00,2016-12-28 20:15:00,,,0,15,253,A0WDC,20161228
373,FL-EK-0795-20161228-CKY-DKR-0,795,CKY,DKR,2016-12-28 15:10:00,2016-12-28 16:35:00,False,2016-12-28 15:10:00,2016-12-28 16:35:00,,,3,10,150,A0WMF,20161228
374,FL-EK-0958-20161230-BEY-DXB-0,958,BEY,DXB,2016-12-30 09:45:00,2016-12-30 13:50:00,False,2016-12-30 09:45:00,2016-12-30 13:50:00,,,7,36,292,A0WWS,20161230
375,FL-EK-0039-20161231-DXB-BHX-0,39,DXB,BHX,2016-12-31 03:25:00,2016-12-31 11:25:00,False,2016-12-31 03:25:00,2016-12-31 11:25:00,,,0,49,516,A0WVX,20161231
376,FL-EK-0318-20161231-DXB-NRT-0,318,DXB,NRT,2016-12-31 22:55:00,2017-01-01 08:20:00,False,2016-12-31 22:55:00,2017-01-01 08:20:00,,,0,11,157,A0WDW,20161231
377,FL-EK-0752-20161230-CMN-DXB-0,752,CMN,DXB,2016-12-30 13:55:00,2016-12-30 21:30:00,False,2016-12-30 13:55:00,2016-12-30 21:30:00,,,1,36,263,A0WCH,20161230
378,FL-EK-0794-20161227-LAD-DXB-0,794,LAD,DXB,2016-12-27 17:15:00,2016-12-28 00:55:00,False,2016-12-27 17:15:00,2016-12-28 00:55:00,,,8,28,262,A0WCU,20161227
379,FL-EK-0187-20161231-DXB-BCN-0,187,DXB,BCN,2016-12-31 11:40:00,2016-12-31 19:10:00,False,2016-12-31 11:40:00,2016-12-31 19:10:00,,,2,11,147,A0WGM,20161231
380,FL-EK-0586-20161231-DXB-DAC-0,586,DXB,DAC,2016-12-31 06:30:00,2016-12-31 10:55:00,False,2016-12-31 06:30:00,2016-12-31 10:55:00,,,0,9,389,A0WWQ,20161231
381,FL-EK-0805-20161228-DXB-JED-0,805,DXB,JED,2016-12-28 03:05:00,2016-12-28 06:10:00,False,2016-12-28 03:05:00,2016-12-28 06:10:00,,,0,24,376,A0WCK,20161228
382,FL-EK-0227-20161228-DXB-SEA-0,227,DXB,SEA,2016-12-28 23:50:00,2016-12-29 14:35:00,False,2016-12-28 23:50:00,2016-12-29 14:35:00,,,1,28,301,A0WDD,20161228
383,FL-EK-0657-20161227-MLE-DXB-0,657,MLE,DXB,2016-12-27 04:15:00,2016-12-27 08:25:00,False,2016-12-27 04:15:00,2016-12-27 08:25:00,27/12/2016 04:15,27/12/2016 08:25,8,30,63,A0WGU,20161227
384,FL-EK-0051-20161231-DXB-MUC-0,51,DXB,MUC,2016-12-31 12:00:00,2016-12-31 18:40:00,False,2016-12-31 12:00:00,2016-12-31 18:40:00,,,1,7,145,A0WFJ,20161231
385,FL-EK-0309-20161227-PEK-DXB-0,309,PEK,DXB,2016-12-27 22:50:00,2016-12-28 07:40:00,False,2016-12-27 22:50:00,2016-12-28 07:40:00,,,0,2,112,A0WGD,20161227
386,FL-EK-0924-20161229-CAI-DXB-0,924,CAI,DXB,2016-12-29 16:55:00,2016-12-29 20:35:00,False,2016-12-29 16:55:00,2016-12-29 20:35:00,,,8,36,291,A0WCH,20161229
387,FL-EK-0133-20161229-DXB-DME-0,133,DXB,DME,2016-12-29 06:00:00,2016-12-29 11:20:00,False,2016-12-29 06:00:00,2016-12-29 11:20:00,,,2,24,165,A0WCY,20161229
388,FL-EK-0788-20161231-ABJ-ACC-0,788,ABJ,ACC,2016-12-31 16:05:00,2016-12-31 17:10:00,False,2016-12-31 16:05:00,2016-12-31 17:10:00,,,3,10,150,A0WWY,20161231
389,FL-EK-0345-20161230-KUL-DXB-0,345,KUL,DXB,2016-12-30 02:15:00,2016-12-30 09:20:00,False,2016-12-30 02:15:00,2016-12-30 09:20:00,,,0,40,231,A0WWK,20161230
390,FL-EK-0163-20161228-DXB-DUB-0,163,DXB,DUB,2016-12-28 10:35:00,2016-12-28 18:55:00,False,2016-12-28 10:35:00,2016-12-28 18:55:00,,,1,18,197,A0WWX,20161228
391,FL-EK-0620-20161228-DXB-SKT-0,620,DXB,SKT,2016-12-28 02:25:00,2016-12-28 05:25:00,False,2016-12-28 02:25:00,2016-12-28 05:25:00,,,0,5,408,A0WCZ,20161228
392,FL-EK-0179-20161228-DXB-WAW-0,179,DXB,WAW,2016-12-28 04:05:00,2016-12-28 10:20:00,False,2016-12-28 04:05:00,2016-12-28 10:20:00,,,1,11,128,A0WMI,20161228
393,FL-EK-0852-20161230-DOH-DXB-0,852,DOH,DXB,2016-12-30 08:50:00,2016-12-30 09:55:00,False,2016-12-30 08:50:00,2016-12-30 09:55:00,,,4,15,275,A0WGS,20161230
394,FL-EK-0904-20161229-AMM-DXB-0,904,AMM,DXB,2016-12-29 14:55:00,2016-12-29 17:45:00,False,2016-12-29 14:55:00,2016-12-29 17:45:00,,,4,35,273,A0WMG,20161229
395,FL-EK-0382-20161230-DXB-HKG-0,382,DXB,HKG,2016-12-30 23:15:00,2016-12-31 06:30:00,False,2016-12-30 23:15:00,2016-12-31 06:30:00,,,2,54,383,A0WFE,20161230
396,FL-EK-0511-20161231-DEL-DXB-0,511,DEL,DXB,2016-12-31 05:05:00,2016-12-31 09:00:00,False,2016-12-31 05:05:00,2016-12-31 09:00:00,,,4,41,298,A0WWZ,20161231
397,FL-EK-0817-20161231-DXB-RUH-0,817,DXB,RUH,2016-12-31 14:40:00,2016-12-31 16:40:00,False,2016-12-31 14:40:00,2016-12-31 16:40:00,,,3,13,151,A0WBB,20161231
398,FL-EK-0349-20161227-CMB-DXB-0,349,CMB,DXB,2016-12-27 21:25:00,2016-12-28 01:55:00,False,2016-12-27 21:25:00,2016-12-28 01:55:00,,,0,8,248,A0WCG,20161227
399,FL-EK-0533-20161227-COK-DXB-0,533,COK,DXB,2016-12-27 23:00:00,2016-12-28 03:05:00,False,2016-12-27 23:00:00,2016-12-28 03:05:00,,,5,27,298,A0WDC,20161227
400,FL-EK-0344-20161227-DXB-KUL-0,344,DXB,KUL,2016-12-27 17:40:00,2016-12-28 00:35:00,False,2016-12-27 17:40:00,2016-12-28 00:35:00,,,0,36,425,A0WWJ,20161227
401,FL-EK-0052-20161230-MUC-DXB-0,52,MUC,DXB,2016-12-30 20:30:00,2016-12-31 02:30:00,False,2016-12-30 20:30:00,2016-12-31 02:30:00,,,13,75,415,A0WFO,20161230
402,FL-EK-0512-20161227-DXB-DEL-0,512,DXB,DEL,2016-12-27 02:10:00,2016-12-27 05:20:00,False,2016-12-27 02:10:00,2016-12-27 05:20:00,27/12/2016 02:10,27/12/2016 05:20,1,27,324,A0WBS,20161227
403,FL-EK-0803-20161228-DXB-JED-0,803,DXB,JED,2016-12-28 12:10:00,2016-12-28 15:20:00,False,2016-12-28 12:10:00,2016-12-28 15:20:00,,,5,31,276,A0WBY,20161228
404,FL-EK-0358-20161231-DXB-CGK-0,358,DXB,CGK,2016-12-31 07:00:00,2016-12-31 15:10:00,False,2016-12-31 07:00:00,2016-12-31 15:10:00,,,0,10,317,A0WCN,20161231
405,FL-EK-0724-20161228-ADD-DXB-0,724,ADD,DXB,2016-12-28 12:40:00,2016-12-28 16:50:00,False,2016-12-28 12:40:00,2016-12-28 16:50:00,,,5,32,205,A0WIK,20161228
406,FL-EK-0109-20161228-LCA-MLA-0,109,LCA,MLA,2016-12-28 09:35:00,2016-12-28 12:25:00,False,2016-12-28 09:35:00,2016-12-28 12:25:00,,,0,0,39,A0WGQ,20161228
407,FL-EK-0713-20161231-DXB-LUN-0,713,DXB,LUN,2016-12-31 05:25:00,2016-12-31 12:40:00,False,2016-12-31 05:25:00,2016-12-31 12:40:00,,,1,7,201,A0WWF,20161231
408,FL-EK-0011-20161231-DXB-LGW-0,11,DXB,LGW,2016-12-31 22:50:00,2017-01-01 06:40:00,False,2016-12-31 22:50:00,2017-01-01 06:40:00,,,1,54,401,A0WNR,20161231
409,FL-EK-0332-20161228-DXB-MNL-0,332,DXB,MNL,2016-12-28 23:50:00,2016-12-29 08:00:00,False,2016-12-28 23:50:00,2016-12-29 08:00:00,,,0,41,371,A0WGX,20161228
410,FL-EK-0376-20161229-DXB-BKK-0,376,DXB,BKK,2016-12-29 23:30:00,2016-12-30 05:35:00,False,2016-12-29 23:30:00,2016-12-30 05:35:00,,,0,47,557,A0WVC,20161229
411,FL-EK-0823-20161231-DXB-DMM-0,823,DXB,DMM,2016-12-31 22:50:00,2017-01-01 00:15:00,False,2016-12-31 22:50:00,2017-01-01 00:15:00,,,1,12,58,A0WWL,20161231
412,FL-EK-0050-20161231-MUC-DXB-0,50,MUC,DXB,2016-12-31 13:30:00,2016-12-31 19:25:00,False,2016-12-31 13:30:00,2016-12-31 19:25:00,,,5,41,264,A0WFT,20161231
413,FL-EK-0150-20161229-AMS-DXB-0,150,AMS,DXB,2016-12-29 21:00:00,2016-12-30 03:35:00,False,2016-12-29 21:00:00,2016-12-30 03:35:00,,,14,69,417,A0WLX,20161229
414,FL-EK-0059-20161230-DXB-HAM-0,59,DXB,HAM,2016-12-30 04:50:00,2016-12-30 11:55:00,False,2016-12-30 04:50:00,2016-12-30 11:55:00,,,4,10,287,A0WCG,20161230
415,FL-EK-0221-20161231-DXB-DFW-0,221,DXB,DFW,2016-12-31 22:50:00,2017-01-01 15:05:00,False,2016-12-31 22:50:00,2017-01-01 15:05:00,,,2,36,270,A0WDL,20161231
416,FL-EK-0501-20161231-BOM-DXB-0,501,BOM,DXB,2016-12-31 22:45:00,2017-01-01 02:05:00,False,2016-12-31 22:45:00,2017-01-01 02:05:00,,,5,75,384,A0WVL,20161231
417,FL-EK-0772-20161229-DXB-CPT-0,772,DXB,CPT,2016-12-29 00:00:00,2016-12-29 09:45:00,False,2016-12-29 00:00:00,2016-12-29 09:45:00,,,7,36,280,A0WGE,20161229
418,FL-EK-0094-20161231-BLQ-DXB-0,94,BLQ,DXB,2016-12-31 13:30:00,2016-12-31 19:20:00,False,2016-12-31 13:30:00,2016-12-31 19:20:00,,,2,9,279,A0WGR,20161231
419,FL-EK-0108-20161227-LCA-DXB-0,108,LCA,DXB,2016-12-27 17:30:00,2016-12-27 21:25:00,False,2016-12-27 17:30:00,2016-12-27 21:25:00,,,0,10,130,A0WWP,20161227
420,FL-EK-0425-20161230-PER-DXB-0,425,PER,DXB,2016-12-30 21:40:00,2016-12-31 08:40:00,False,2016-12-30 21:40:00,2016-12-31 08:40:00,,,5,42,385,A0WNG,20161230
421,FL-EK-0539-20161229-AMD-DXB-0,539,AMD,DXB,2016-12-29 22:55:00,2016-12-30 02:10:00,False,2016-12-29 22:55:00,2016-12-30 02:10:00,,,3,41,214,A0WIJ,20161229
422,FL-EK-0905-20161230-DXB-AMM-0,905,DXB,AMM,2016-12-30 18:00:00,2016-12-30 21:40:00,False,2016-12-30 18:00:00,2016-12-30 21:40:00,,,1,7,112,A0WWP,20161230
423,FL-EK-0584-20161231-DXB-DAC-0,584,DXB,DAC,2016-12-31 12:45:00,2016-12-31 17:00:00,False,2016-12-31 12:45:00,2016-12-31 17:00:00,,,0,7,174,A0WGX,20161231
424,FL-EK-0838-20161231-BAH-DXB-0,838,BAH,DXB,2016-12-31 06:50:00,2016-12-31 08:00:00,False,2016-12-31 06:50:00,2016-12-31 08:00:00,,,2,5,208,A0WBF,20161231
425,FL-EK-0600-20161230-DXB-KHI-0,600,DXB,KHI,2016-12-30 03:30:00,2016-12-30 05:35:00,False,2016-12-30 03:30:00,2016-12-30 05:35:00,,,0,19,351,A0WWQ,20161230
426,FL-EK-0529-20161230-HYD-DXB-0,529,HYD,DXB,2016-12-30 15:50:00,2016-12-30 19:59:00,False,2016-12-30 15:50:00,2016-12-30 19:59:00,,,8,36,304,A0WME,20161230
427,FL-EK-0802-20161229-JED-DXB-0,802,JED,DXB,2016-12-29 02:40:00,2016-12-29 05:30:00,False,2016-12-29 02:40:00,2016-12-29 05:30:00,,,0,31,370,A0WGH,20161229
428,FL-EK-0374-20161228-DXB-BKK-0,374,DXB,BKK,2016-12-28 18:35:00,2016-12-29 00:35:00,False,2016-12-28 18:35:00,2016-12-29 00:35:00,,,9,65,429,A0WFF,20161228
429,FL-EK-0449-20161228-AKL-DXB-0,449,AKL,DXB,2016-12-28 08:15:00,2016-12-29 01:40:00,False,2016-12-28 08:15:00,2016-12-29 01:40:00,,,3,43,364,A0WVJ,20161228
430,FL-EK-0139-20161229-DXB-PRG-0,139,DXB,PRG,2016-12-29 04:55:00,2016-12-29 11:40:00,False,2016-12-29 04:55:00,2016-12-29 11:40:00,,,0,55,305,A0WLR,20161229
431,FL-EK-0151-20161228-DXB-CPH-0,151,DXB,CPH,2016-12-28 04:20:00,2016-12-28 11:20:00,False,2016-12-28 04:20:00,2016-12-28 11:20:00,,,0,28,357,A0WVX,20161228
432,FL-EK-0965-20161231-DXB-MHD-0,965,DXB,MHD,2016-12-31 18:35:00,2016-12-31 20:50:00,False,2016-12-31 18:35:00,2016-12-31 20:50:00,,,0,1,55,A0WGI,20161231
433,FL-EK-0841-20161230-DXB-DOH-0,841,DXB,DOH,2016-12-30 03:45:00,2016-12-30 05:05:00,False,2016-12-30 03:45:00,2016-12-30 05:05:00,,,1,11,64,A0WVN,20161230
434,FL-EK-0724-20161229-ADD-DXB-0,724,ADD,DXB,2016-12-29 12:40:00,2016-12-29 16:50:00,False,2016-12-29 12:40:00,2016-12-29 16:50:00,,,0,5,291,A0WGD,20161229
435,FL-EK-0433-20161227-BNE-SIN-0,433,BNE,SIN,2016-12-27 16:35:00,2016-12-28 00:10:00,False,2016-12-27 16:35:00,2016-12-28 00:10:00,,,0,1,8,A0WCN,20161227
436,FL-EK-0132-20161228-DME-DXB-0,132,DME,DXB,2016-12-28 20:55:00,2016-12-29 02:20:00,False,2016-12-28 20:55:00,2016-12-29 02:20:00,,,14,75,417,A0WNU,20161228
437,FL-EK-0163-20161227-DXB-DUB-0,163,DXB,DUB,2016-12-27 10:35:00,2016-12-27 18:55:00,False,2016-12-27 10:35:00,2016-12-27 18:55:00,27/12/2016 10:35,,0,13,183,A0WCP,20161227
438,FL-EK-0188-20161229-BCN-DXB-0,188,BCN,DXB,2016-12-29 21:05:00,2016-12-30 03:50:00,False,2016-12-29 21:05:00,2016-12-30 03:50:00,,,8,41,304,A0WWP,20161229
439,FL-EK-0380-20161230-DXB-HKG-0,380,DXB,HKG,2016-12-30 06:05:00,2016-12-30 13:05:00,False,2016-12-30 06:05:00,2016-12-30 13:05:00,,,2,45,404,A0WLP,20161230
440,FL-EK-0049-20161229-DXB-MUC-0,49,DXB,MUC,2016-12-29 04:40:00,2016-12-29 11:30:00,False,2016-12-29 04:40:00,2016-12-29 11:30:00,,,2,12,129,A0WFP,20161229
441,FL-EK-0075-20161227-DXB-CDG-0,75,DXB,CDG,2016-12-27 10:50:00,2016-12-27 18:30:00,False,2016-12-27 10:50:00,2016-12-27 18:30:00,27/12/2016 10:50,,10,39,407,A0WFC,20161227
442,FL-EK-0086-20161228-ZRH-DXB-0,86,ZRH,DXB,2016-12-28 20:55:00,2016-12-29 03:20:00,False,2016-12-28 20:55:00,2016-12-29 03:20:00,,,10,75,394,A0WFL,20161228
443,FL-EK-0346-20161228-DXB-KUL-0,346,DXB,KUL,2016-12-28 00:10:00,2016-12-28 07:15:00,False,2016-12-28 00:10:00,2016-12-28 07:15:00,,,10,66,435,A0WVF,20161228
444,FL-EK-0808-20161230-MED-DXB-0,808,MED,DXB,2016-12-30 01:55:00,2016-12-30 04:20:00,False,2016-12-30 01:55:00,2016-12-30 04:20:00,,,0,27,363,A0WCZ,20161230
445,FL-EK-0347-20161227-KUL-DXB-0,347,KUL,DXB,2016-12-27 11:10:00,2016-12-27 18:30:00,False,2016-12-27 11:10:00,2016-12-27 18:30:00,27/12/2016 11:10,,2,15,144,A0WVD,20161227
446,FL-EK-0726-20161231-DAR-DXB-0,726,DAR,DXB,2016-12-31 13:30:00,2016-12-31 19:05:00,False,2016-12-31 13:30:00,2016-12-31 19:05:00,,,1,12,162,A0WWM,20161231
447,FL-EK-0152-20161228-CPH-DXB-0,152,CPH,DXB,2016-12-28 13:20:00,2016-12-28 19:45:00,False,2016-12-28 13:20:00,2016-12-28 19:45:00,,,0,55,545,A0WVX,20161228
448,FL-EK-0507-20161228-BOM-DXB-0,507,BOM,DXB,2016-12-28 10:00:00,2016-12-28 13:20:00,False,2016-12-28 10:00:00,2016-12-28 13:20:00,,,8,36,297,A0WMZ,20161228
449,FL-EK-0954-20161230-BEY-DXB-0,954,BEY,DXB,2016-12-30 17:15:00,2016-12-30 21:15:00,False,2016-12-30 17:15:00,2016-12-30 21:15:00,,,3,38,280,A0WGJ,20161230
450,FL-EK-0205-20161228-DXB-MXP-0,205,DXB,MXP,2016-12-28 05:10:00,2016-12-28 12:10:00,False,2016-12-28 05:10:00,2016-12-28 12:10:00,,,3,22,96,A0WFR,20161228
451,FL-EK-0547-20161231-MAA-DXB-0,547,MAA,DXB,2016-12-31 16:10:00,2016-12-31 20:45:00,False,2016-12-31 16:10:00,2016-12-31 20:45:00,,,2,37,286,A0WMY,20161231
452,FL-EK-0928-20161229-CAI-DXB-0,928,CAI,DXB,2016-12-29 10:15:00,2016-12-29 13:45:00,False,2016-12-29 10:15:00,2016-12-29 13:45:00,,,0,40,367,A0WWK,20161229
453,FL-EK-0404-20161228-DXB-SIN-0,404,DXB,SIN,2016-12-28 05:35:00,2016-12-28 12:55:00,False,2016-12-28 05:35:00,2016-12-28 12:55:00,,,11,61,271,A0WNR,20161228
454,FL-EK-0658-20161228-DXB-MLE-0,658,DXB,MLE,2016-12-28 00:35:00,2016-12-28 04:45:00,False,2016-12-28 00:35:00,2016-12-28 04:45:00,,,10,42,306,A0WBI,20161228
455,FL-EK-0877-20161227-DXB-DOH-0,877,DXB,DOH,2016-12-27 09:05:00,2016-12-27 10:20:00,False,2016-12-27 09:05:00,2016-12-27 10:20:00,27/12/2016 09:05,27/12/2016 10:20,0,6,45,A0WIJ,20161227
456,FL-EK-0582-20161228-DXB-DAC-0,582,DXB,DAC,2016-12-28 00:00:00,2016-12-28 04:15:00,False,2016-12-28 00:00:00,2016-12-28 04:15:00,,,0,29,314,A0WWZ,20161228
457,FL-EK-0772-20161230-DXB-CPT-0,772,DXB,CPT,2016-12-30 00:00:00,2016-12-30 09:45:00,False,2016-12-30 00:00:00,2016-12-30 09:45:00,,,0,38,367,A0WWJ,20161230
458,FL-EK-0878-20161227-DOH-DXB-0,878,DOH,DXB,2016-12-27 11:50:00,2016-12-27 13:00:00,False,2016-12-27 11:50:00,2016-12-27 13:00:00,,,1,7,164,A0WIJ,20161227
459,FL-EK-0075-20161230-DXB-CDG-0,75,DXB,CDG,2016-12-30 10:50:00,2016-12-30 18:30:00,False,2016-12-30 10:50:00,2016-12-30 18:30:00,,,9,66,409,A0WLG,20161230
460,FL-EK-0159-20161228-DXB-OSL-0,159,DXB,OSL,2016-12-28 03:45:00,2016-12-28 11:00:00,False,2016-12-28 03:45:00,2016-12-28 11:00:00,,,1,16,247,A0WMU,20161228
461,FL-EK-0826-20161227-DMM-DXB-0,826,DMM,DXB,2016-12-27 14:55:00,2016-12-27 16:20:00,False,2016-12-27 14:55:00,2016-12-27 16:20:00,,,1,9,158,A0WGS,20161227
462,FL-EK-0724-20161231-ADD-DXB-0,724,ADD,DXB,2016-12-31 12:40:00,2016-12-31 16:50:00,False,2016-12-31 12:40:00,2016-12-31 16:50:00,,,0,7,275,A0WWS,20161231
463,FL-EK-0304-20161227-DXB-PVG-0,304,DXB,PVG,2016-12-27 05:15:00,2016-12-27 13:05:00,False,2016-12-27 07:15:00,2016-12-27 15:05:00,27/12/2016 05:15,,4,6,176,A0WDQ,20161227
464,FL-EK-0419-20161229-BKK-DXB-0,419,BKK,DXB,2016-12-29 20:00:00,2016-12-30 02:45:00,False,2016-12-29 20:00:00,2016-12-30 02:45:00,,,2,42,353,A0WFZ,20161229
465,FL-EK-0502-20161230-DXB-BOM-0,502,DXB,BOM,2016-12-30 09:10:00,2016-12-30 12:10:00,False,2016-12-30 09:10:00,2016-12-30 12:10:00,,,0,30,263,A0WMN,20161230
466,FL-EK-0879-20161228-DXB-DOH-0,879,DXB,DOH,2016-12-28 00:10:00,2016-12-28 01:25:00,False,2016-12-28 00:10:00,2016-12-28 01:25:00,,,0,2,19,A0WMV,20161228
467,FL-EK-0349-20161227-SIN-CMB-0,349,SIN,CMB,2016-12-27 16:30:00,2016-12-27 20:10:00,False,2016-12-27 16:30:00,2016-12-27 20:10:00,,,2,12,23,A0WCG,20161227
468,FL-EK-0839-20161230-DXB-BAH-0,839,DXB,BAH,2016-12-30 12:20:00,2016-12-30 13:40:00,False,2016-12-30 12:20:00,2016-12-30 13:40:00,,,3,20,193,A0WCD,20161230
469,FL-EK-0904-20161231-AMM-DXB-0,904,AMM,DXB,2016-12-31 14:55:00,2016-12-31 17:45:00,False,2016-12-31 14:55:00,2016-12-31 17:45:00,,,2,13,243,A0WDL,20161231
470,FL-EK-0512-20161230-DXB-DEL-0,512,DXB,DEL,2016-12-30 02:10:00,2016-12-30 05:20:00,False,2016-12-30 02:10:00,2016-12-30 05:20:00,,,0,7,275,A0WBF,20161230
471,FL-EK-0335-20161227-MNL-DXB-0,335,MNL,DXB,2016-12-27 16:20:00,2016-12-28 01:35:00,False,2016-12-27 16:35:00,2016-12-28 01:50:00,,,0,26,356,A0WDV,20161227
